Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,Label
0.0,0.0,0.0,4.674524052696494e-07,4.674524052696494e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.029330691704711857,0.01222826086956522,0.01222826086956522,0.01222826086956522,0.0,0.01222826086956522,0.9996029217272214,1.0,0.03901476799797815,0.0,0.0,0.0,1.0000000000000002,ARP_Spoofing
0.23846818980847476,0.3529411764705882,0.256,0.00018671711885542906,0.00018671711885542906,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4081632653061224,0.0,0.2677813302583993,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9315186493238006,0.11684782608695653,0.9864130434782609,0.9282590084195279,0.45397220279933,0.9864130434782609,0.9996030313001173,1.0,0.9572413174704986,0.45444914618435783,0.20800151691459606,1.0,1.0000000000000002,ARP_Spoofing
0.0,0.0,0.0,1.4937444578219607e-07,1.4937444578219607e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0034886725816177105,0.01222826086956522,0.01222826086956522,0.01222826086956522,0.0,0.01222826086956522,6.174326349884096e-11,0.0,0.03901476799797815,0.0,0.0,0.0,0.0,ARP_Spoofing
0.8294518305433115,1.0,0.256,0.0002346278583582873,0.0002346278583582873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2583039021448876,0.04076086956521739,0.8220108695652173,0.24017778589149286,0.5600074293794338,0.3700407608695652,0.9996046417297823,1.0,0.4102453256990568,0.5589386371648262,0.31659481579722365,1.0,1.0000000000000002,ARP_Spoofing
0.8206751531484489,0.3529411764705882,0.992,0.00015599439677064088,0.00015599439677064088,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4081632653061224,0.0,0.871586561140521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.004909983633387889,0.016304347826086956,0.016304347826086956,0.016304347826086956,0.0,0.016304347826086956,4.440450300914297e-12,0.0,0.050673064783512134,0.0,0.0,0.0,0.0,ARP_Spoofing
0.313786986530205,1.0,0.256,0.00021307448192533894,0.00021307448192533894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.11681884744594712,0.03872282608695651,0.4348505434782609,0.10104255248896131,0.20298156074769788,0.12574728260869567,0.9996046108167921,1.0,0.2256154125714644,0.20323239689685468,0.04304779503442502,1.0,1.0000000000000002,ARP_Spoofing
0.8557165395619685,0.3529411764705882,0.992,0.00015511147601127,0.00015511147601127,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4081632653061224,0.0,0.9041878505162745,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.004909983633387889,0.016304347826086956,0.016304347826086956,0.016304347826086956,0.0,0.016304347826086956,1.1325307786772953e-11,0.0,0.050673064783512134,0.0,0.0,0.0,0.0,ARP_Spoofing
0.04281047273326688,0.44705882352941173,0.426,1.9378149322773462e-05,1.9378149322773462e-05,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.06095707322186698,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,0.019049875096907573,0.010597826086956526,0.2160326086956522,0.04325202726017942,0.1363266405871894,0.09008152173913042,5.196991159235498e-10,0.0,0.11024081202781327,0.1361765798818472,0.04602530679515046,0.9,0.0,ARP_Spoofing
0.7204733611480361,1.0,0.256,0.00023329246154914446,0.00023329246154914446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.46882160392798694,0.0421195652173913,0.8220108695652173,0.4716596832555932,0.7044137315495963,0.1379076086956522,0.9996046335938811,1.0,0.6358201910451664,0.7050112019100815,0.4972937062215762,1.0,1.0000000000000002,ARP_Spoofing
0.2854658653096754,1.0,0.256,6.349686763393906e-05,6.349686763393906e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2036695667154794,0.016304347826086956,0.6304347826086956,0.18878926271498875,0.4925972526727114,0.22798913043478264,0.9996058447098787,1.0,0.3488262718367927,0.48941114655504014,0.23964354984416344,1.0,1.0000000000000002,ARP_Spoofing
0.45574080708769127,1.0,0.256,0.00021553561442439563,0.00021553561442439563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.041726246877422685,0.04279891304347826,0.24110054347826088,0.10711635718599029,0.1556681797487109,0.13186141304347826,3.913049227250233e-11,0.0,0.23230960958361513,0.1554968289639206,0.03056256960896429,0.9,0.0,ARP_Spoofing
0.0,0.0,0.0,3.780288672808023e-07,3.780288672808023e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0295891118959428,0.01222826086956522,0.016304347826086956,0.012500857908903023,0.0021279947006218594,0.01222826086956522,0.9996029143620135,1.0,0.03981522356875375,0.002130230372739178,4.570345830642981e-06,1.0,1.0000000000000002,ARP_Spoofing
0.1089876766965274,1.0,0.256,0.0002127584580840576,0.0002127584580840576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.28585580153329315,0.8220108695652173,0.8220108695652173,0.8220108695652173,0.0,0.8220108695652173,2.4957573214911795e-13,0.0,0.891254862498206,0.0,0.0,0.0,0.0,ARP_Spoofing
0.08481861231206002,0.3529411764705882,0.992,0.0001282061892502606,0.0001282061892502606,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0928245715184234,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.004909983633387889,0.016304347826086956,0.016304347826086956,0.016304347826086956,0.0,0.016304347826086956,3.5800189718140478e-12,0.0,0.050673064783512134,0.0,0.0,0.0,0.0,ARP_Spoofing
0.22879511876749364,1.0,0.3324,0.00020892540340718534,0.00020892540340718534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04195451804634335,0.051902173913043484,0.24300271739130436,0.11681536835748794,0.14009005461502083,0.13987771739130436,4.5185728511189396e-11,0.0,0.24998384322553818,0.13993585135499467,0.025314925064234037,0.9,0.0,ARP_Spoofing
0.14599297641101588,0.3529411764705882,0.5592,0.00010179488544535115,0.00010179488544535115,0.0,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.2021594423187798,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6872512705659403,0.008152173913043476,0.9463315217391304,0.6743126385826893,0.8044385977007651,0.8525135869565217,0.9996051028680434,1.0,0.7907816491007351,0.8048087786066082,0.6484584519019304,1.0,1.0000000000000002,ARP_Spoofing
0.18878972945420133,0.3529411764705882,0.256,0.00019804183425762927,0.00019804183425762927,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4081632653061224,0.0,0.22658420252633785,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9866482901197348,0.9864130434782609,0.9864130434782609,0.9864130434782609,0.0,0.9864130434782609,0.9996035565399561,1.0,0.9920486768376668,0.0,0.0,0.0,1.0000000000000002,ARP_Spoofing
0.02216401229365353,0.41764705882352937,0.256,2.2538366389706027e-05,2.2538366389706027e-05,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0036165417474710413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.08657076406236541,0.016304347826086956,0.17527173913043478,0.07182728884708932,0.09689441611095796,0.03749999999999999,0.9996046026499984,1.0,0.1750016955321511,0.09691595998397526,0.009397051155212933,1.0,1.0000000000000002,ARP_Spoofing
0.3598007483223952,0.9352941176470588,0.328,0.00019435584404896695,0.00019435584404896695,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.00022013732375910687,0.0,0.1,0.33333333333333337,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,1.0,1.0,0.20016366612111292,0.03322010869565217,0.8220108695652173,0.18657833619205966,0.575586731636597,0.14157608695652174,0.9996046265132686,1.0,0.3494571010373322,0.576087151290501,0.33248063350960294,1.0,1.0000000000000002,ARP_Spoofing
0.40584825669890995,1.0,0.2308,0.00019446592417617483,0.00019446592417617483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04625721423033853,0.039945652173913035,0.3730978260869566,0.13143722502587996,0.2423311240826144,0.11508152173913043,3.971813479402864e-11,0.0,0.268183685138859,0.24206437959856067,0.07002344515469124,0.9,0.0,ARP_Spoofing
0.9217620831734055,1.0,0.256,0.00023310499721093238,0.00023310499721093238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1259755362218968,0.04239130434782609,0.2982336956521739,0.1090724788117738,0.14795608907384739,0.13722826086956522,0.9996046491033423,1.0,0.23875146156377658,0.14830873217967874,0.023424889764179578,1.0,1.0000000000000002,ARP_Spoofing
0.003905376199986153,0.19999999999999998,0.0512,6.863665141725516e-05,6.863665141725516e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.2,0.2,0.007106555258850891,0.01222826086956522,0.061956521739130424,0.020011376380262253,0.03647899312661565,0.024184782608695648,4.151721848214707e-11,0.0,0.060219402353484,0.03643883910084948,0.0022281629245540563,0.6,0.0,ARP_Spoofing
0.24258722001438526,1.0,0.2792,0.00018132186361389776,0.00018132186361389776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2540227409768283,0.016304347826086956,0.8220108695652173,0.2434130888470722,0.6434640912495836,0.1520380434782609,0.9996046735839168,1.0,0.4179163652800577,0.6436855933775061,0.4152783188983718,1.0,1.0000000000000002,ARP_Spoofing
0.1582505713901082,1.0,0.256,0.00023895012832068547,0.00023895012832068547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1611163752261177,0.03804347826086957,0.6544836956521738,0.14187861536538388,0.35559510451701715,0.22819293478260866,0.9996046609778689,1.0,0.28712138099944506,0.35643409237879164,0.14037904797931952,1.0,1.0000000000000002,ARP_Spoofing
0.14371751561702284,1.0,0.256,0.0002257751079945389,0.0002257751079945389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.36823154449134293,0.016304347826086956,0.8220108695652173,0.35000381820942766,0.7266122409254876,0.46494565217391304,0.9996045324192169,1.0,0.5274928174214439,0.7262052257778234,0.5292814838822157,1.0,1.0000000000000002,ARP_Spoofing
0.7479770808774614,0.8705882352941177,0.4,0.00018587258577106152,0.00018587258577106152,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0011845484564180513,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,0.04116633646308898,0.03777173913043477,0.28872282608695654,0.12851624503968254,0.19089669650869476,0.1235733695652174,3.6200580097904025e-11,0.0,0.26698098973522727,0.19068656815225457,0.0408170945407987,0.9,0.0,ARP_Spoofing
0.0,0.0,0.0,1.0126749706461697e-07,1.0126749706461697e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0341545352743561,0.0,0.046875,0.01752479018334849,0.027595418365449403,0.0061141304347826116,0.9996051189992218,1.0,0.05403002433454196,0.02762791136365193,0.0007651638989162225,1.0,1.0000000000000002,ARP_Spoofing
0.1659365486337967,1.0,0.256,0.0002182454509231337,0.0002182454509231337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2204281161168059,0.10692934782608694,0.7521739130434782,0.5819362221790889,0.555438851216254,0.5683423913043478,1.8936101449570972e-11,0.0,0.710760553744696,0.5548274553406647,0.3472363721928299,0.9,0.0,ARP_Spoofing
0.02091915068770631,0.39999999999999997,0.1024,6.030825557200451e-05,6.030825557200451e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.4,0.4,0.14137307261607374,0.006521739130434783,0.6032608695652173,0.1277258029635142,0.3964308741832199,0.07119565217391305,0.9996057865857046,1.0,0.2682388923878871,0.3966966192728873,0.1575544473303754,1.0,1.0000000000000002,ARP_Spoofing
0.19613721669448395,0.3529411764705882,0.256,0.00016744067745714633,0.00016744067745714633,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.20561874312070863,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.34318201395469033,0.9864130434782609,0.9864130434782609,0.9864130434782609,0.0,0.9864130434782609,8.118948986654097e-13,0.0,0.9920486768376668,0.0,0.0,0.0,0.0,ARP_Spoofing
0.13078038530081532,0.3529411764705882,0.256,0.00022203415796692548,0.00022203415796692548,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4081632653061224,0.0,0.15341474920069187,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.34318201395469033,0.9864130434782609,0.9864130434782609,0.9864130434782609,0.0,0.9864130434782609,6.007262549470294e-13,0.0,0.9920486768376668,0.0,0.0,0.0,0.0,ARP_Spoofing
0.1539152507263729,0.3529411764705882,0.992,0.00013953516178806703,0.00013953516178806703,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16913884375491378,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.004909983633387889,0.016304347826086956,0.016304347826086956,0.016304347826086956,0.0,0.016304347826086956,2.031073757066824e-12,0.0,0.050673064783512134,0.0,0.0,0.0,0.0,ARP_Spoofing
0.7523131721963676,0.3529411764705882,0.992,0.00015678894156631566,0.00015678894156631566,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4081632653061224,0.0,0.7983122805178469,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.004909983633387889,0.016304347826086956,0.016304347826086956,0.016304347826086956,0.0,0.016304347826086956,9.484862618805597e-12,0.0,0.050673064783512134,0.0,0.0,0.0,0.0,ARP_Spoofing
0.028026599122661817,0.3529411764705882,0.256,0.001616321409723724,0.001616321409723724,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4081632653061224,0.0,0.03967713192515331,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.34318201395469033,0.9864130434782609,0.9864130434782609,0.9864130434782609,0.0,0.9864130434782609,8.344045475625896e-13,0.0,0.9920486768376668,0.0,0.0,0.0,0.0,ARP_Spoofing
0.2136593802301882,1.0,0.256,0.00021169629069069112,0.00021169629069069112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.14493065724868637,0.042051630434782605,0.4123641304347826,0.13001796015366412,0.22757119860487657,0.11698369565217391,0.9996046022485772,1.0,0.271750058078218,0.22753316207965293,0.05215334924907166,1.0,1.0000000000000002,ARP_Spoofing
0.6517990519075602,0.3529411764705882,0.256,0.00015635543061293377,0.00015635543061293377,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6898160280937156,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9866482901197348,0.9864130434782609,0.9864130434782609,0.9864130434782609,0.0,0.9864130434782609,0.9996036598148099,1.0,0.9920486768376668,0.0,0.0,0.0,1.0000000000000002,ARP_Spoofing
0.00045730272231505465,0.3529411764705882,0.256,1.9003557086096603e-06,1.9003557086096603e-06,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.005985638660307144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.008536480316995434,0.018002717391304348,0.044157608695652176,0.027643768331608008,0.020575445144547296,0.02520380434782608,5.033720234664848e-13,0.0,0.08048389749488893,0.02055279685073017,0.00047550066838913116,0.9,0.0,ARP_Spoofing
0.22416455605171776,1.0,0.256,0.00021164122643226494,0.00021164122643226494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.21071151692652254,0.41195652173913044,0.8220108695652173,0.6772644657953761,0.3539484085826376,0.46514945652173917,2.324669921340925e-11,0.0,0.7888279392492857,0.3535588020639271,0.22464163763666734,0.6,0.0,ARP_Spoofing
0.052593382416496366,0.611764705882353,0.256,2.62484816120299e-05,2.62484816120299e-05,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.007641909953351854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,0.04502541131880438,0.025611413043478266,0.41331521739130433,0.12450235075914422,0.2942580872023862,0.10407608695652172,3.5170341604934316e-11,0.0,0.2556287518820467,0.2939341844352672,0.10964369094064014,0.9,0.0,ARP_Spoofing
0.13774822346744775,1.0,0.256,0.00014420192177664085,0.00014420192177664085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5146007408045483,0.05163043478260869,0.9320652173913043,0.5070773203105953,0.923700410123854,0.4918478260869565,0.9996065178798432,1.0,0.667786810645212,0.922555609110459,0.8509374096455246,1.0,1.0000000000000002,ARP_Spoofing
0.2702026543229881,0.3529411764705882,0.992,0.0001802648524739067,0.0001802648524739067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4081632653061224,0.0,0.3000681377430683,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.033336204668791454,0.016304347826086956,0.016304347826086956,0.016304347826086956,0.0,0.016304347826086956,0.9996030329786609,1.0,0.050673064783512134,0.0,0.0,0.0,1.0000000000000002,ARP_Spoofing
